fid,tesis_adi,il_adi,sokak_adi,ilce_adi,mahalle_adi,area,num_of_buildings_between_0_15,num_of_buildings_between_15_30,num_of_buildings_between_30_50,mahalle_nüfus
3608,Gönüllü Çay Bahçesi ve Yeşil Alan,İSTANBUL,KALPAZANKAYA YOLU,ADALAR,BURGAZADA,1452.9154,7,8,10,1501
3602,Egemen Bahçe Yeşil Alan,İSTANBUL,BARBAROS HAYRETTİN,ADALAR,BURGAZADA,1303.54,15,8,13,1501
3603,Sait Faik Abasıyanık Müzesi Önü Park Alanı,İSTANBUL,BARBAROS HAYRETTİN,ADALAR,BURGAZADA,430.3347,6,5,16,1501
3604,İnönü Parkı (Aynı Zamanda TRANSFER ALANIDIR.),İSTANBUL,ÇAM LİMANI YOLU,ADALAR,HEYBELİADA,2633.661,14,7,7,4025
3600,Bayraktepe Çocuk Parkı + Top Sahası,İSTANBUL,BUKET,ADALAR,HEYBELİADA,554.7386,1,1,2,4025
3606,Zeybek Sokak Yeşil Alan,İSTANBUL,ALP GÖRÜNGEN YOLU,ADALAR,HEYBELİADA,3211.2751,5,3,4,4025
3605,Bahriye Çeşmesi Parkı,İSTANBUL,ÇAM LİMANI YOLU,ADALAR,HEYBELİADA,1509.2563,24,10,19,4025
3601,Demirtaş Parkı,İSTANBUL,BUKET,ADALAR,HEYBELİADA,494.4526,8,1,17,4025
3607,Yarbaşı Parkı,İSTANBUL,HEYBETLİ,ADALAR,KINALIADA,485.88235,1,2,3,1835
5103,Manastır Altı Çocuk Parkı,İSTANBUL,FAZIL AHMET AYKAÇ,ADALAR,KINALIADA,369.62143,2,1,4,1835
3609,Hristos Manastırı Yanı Yeşil Alan,İSTANBUL,HEYBETLİ,ADALAR,KINALIADA,2011.0916,3,1,8,1835
5286,Serap Sokak Yeşil Alan,İSTANBUL,HEYBETLİ,ADALAR,KINALIADA,886.44635,4,11,9,1835
5287,Fazıl Ahmet Aykaç Sokak Yeşil Alan,İSTANBUL,FAZIL AHMET AYKAÇ,ADALAR,KINALIADA,406.14166,3,4,8,1835
5288,Nazar Şirinoğlu Parkı,İSTANBUL,FERİT TÜZÜN,ADALAR,KINALIADA,424.84262,8,8,15,1835
4205,Mehmet Bölük Parkı,İSTANBUL,ÇARKIFELEK,ADALAR,MADEN,498.34146,10,16,19,4195
4200,İzzet Orbay Çocuk Parkı,İSTANBUL,BÜYÜK TUR YOLU,ADALAR,MADEN,795.3615,3,4,8,4195
4203,Maden Halısaha,İSTANBUL,YILMAZ TÜRK,ADALAR,MADEN,843.7528,5,10,10,4195
4206,Eski Fayton Meydanı,İSTANBUL,GAZİ MİHAL,ADALAR,MADEN,1509.7227,29,34,49,4195
4198,Sedefadası Toplanma Alanı,İSTANBUL,BÜYÜK TUR YOLU,ADALAR,MADEN,30561.584,6,6,16,4195
4197,Birlik Meydanı,İSTANBUL,BÜYÜK TUR YOLU,ADALAR,MADEN,2327.5383,5,2,1,4195
4204,Aydoğdu Çocuk Parkı,İSTANBUL,ÇARKIFELEK,ADALAR,NİZAM,525.8951,13,18,26,3398
4202,Çankaya Meydanı,İSTANBUL,AŞIKLAR YOLU,ADALAR,NİZAM,1018.27234,8,9,13,3398
4201,Anadolu Kulübü Bahçesi,İSTANBUL,AYAYORGİ TEPESİ MEVKİİ,ADALAR,NİZAM,2751.4136,9,4,9,3398
4199,Tepeköy Çocuk Parkı,İSTANBUL,BÜYÜK TUR YOLU,ADALAR,NİZAM,843.4157,3,8,12,3398
4207,23 Nisan Caddesi Yeşil Alan,İSTANBUL,İSA ÇELEBİ,ADALAR,NİZAM,335.00388,3,8,27,3398
771,Hasan Polatkan Parkı,İSTANBUL,EGEMEN,ARNAVUTKÖY,ADNAN MENDERES,4312.6606,1,0,1,3237
1511,Şehit Er Muhammer Kavis Parkı,İSTANBUL,DİRLİK,ARNAVUTKÖY,ANADOLU,685.20026,1,0,0,31819
3252,Engelliler Parkı,İSTANBUL,NECİP FAZIL,ARNAVUTKÖY,ANADOLU,2103.6582,1,0,0,31819
1509,Arnavutköy Semt Parkı (Aynı Zamanda TRANSFER ALANIDIR),İSTANBUL,DİRLİK,ARNAVUTKÖY,ANADOLU,89520.85,5,2,0,31819
4222,Yunus Emre Caddesi Parkı,İSTANBUL,YILDIRIM BEYAZIT,ARNAVUTKÖY,ANADOLU,481.34512,1,0,0,31819
5133,Şehit Er Sabahattin Akgül Parkı,İSTANBUL,BESTEKAR,ARNAVUTKÖY,ANADOLU,1249.7305,1,0,0,31819
1512,Aşık Veysel Parkı,İSTANBUL,DİRLİK,ARNAVUTKÖY,ANADOLU,2282.2087,1,0,0,31819
1514,Anadolu Parkı.,İSTANBUL,DİRLİK,ARNAVUTKÖY,ANADOLU,1143.616,1,0,0,31819
3250,Ali Şendir Parkı,İSTANBUL,ÖNCÜ,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,1205.6329,3,1,4,16151
3248,Ersoy Sokak Park Alanı,İSTANBUL,GENÇ OSMAN,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,7929.138,1,0,0,16151
3251,Selvili Sokak Parkı,İSTANBUL,ERGÜN,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,944.81824,1,0,0,16151
1513,Hasan Kayım Parkı,İSTANBUL,ESKİ EDİRNE ASFALTI,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,1303.9501,6,12,21,16151
1211,Sütçü Sokak Parkı,İSTANBUL,GAZİ FAHREDDİN PAŞA,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,17693.682,1,2,1,16151
1213,Atatürk Parkı,İSTANBUL,GAZİ FAHREDDİN PAŞA,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,15907.974,1,2,1,16151
1214,İstiklal Parkı,İSTANBUL,ESKİ EDİRNE ASFALTI,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,1203.5057,1,0,0,16151
1215,Balkan Türkleri Parkı,İSTANBUL,ESKİ EDİRNE ASFALTI,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,537.14624,1,0,0,16151
1217,Malazgirt Parkı,İSTANBUL,OSMANGAZİ,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,10638.256,1,0,0,16151
1224,Cumhuriyet Meydanı,İSTANBUL,OSMANGAZİ,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,912.1561,1,0,0,16151
3246,Prof.Dr. Aziz Sancar Parkı,İSTANBUL,AHESTE,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,1301.2117,8,3,8,16151
3247,Toros Sokak Parkı,İSTANBUL,AHESTE,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,1161.7992,2,7,11,16151
368,Bolluca Stadı,İSTANBUL,YAKAKENT,ARNAVUTKÖY,ATATÜRK,13799.133,1,0,0,6767
362,Şirin Parkı,İSTANBUL,İLBEY,ARNAVUTKÖY,ATATÜRK,1887.7834,1,0,0,6767
2907,Baklalı Parkı,İSTANBUL,DURSUNKÖY-BAKLALI,ARNAVUTKÖY,BAKLALI,2747.8667,1,0,0,728
3648,Balaban Köy Meydanı,İSTANBUL,KUŞKONMAZ,ARNAVUTKÖY,BALABAN,888.7567,1,0,0,423
3650,Boyalık Caddesi Parkı,İSTANBUL,KUŞKONMAZ,ARNAVUTKÖY,BALABAN,2896.3594,1,0,0,423
3651,Balaban Parkı,İSTANBUL,KUŞKONMAZ,ARNAVUTKÖY,BALABAN,1051.3427,1,0,0,423
363,Yeşilkır Sokak Parkı,İSTANBUL,ŞİRİNDERE,ARNAVUTKÖY,BOĞAZKÖY İSTİKLAL,3826.0413,1,0,0,8337
364,Cemevi Bahçesi,İSTANBUL,ŞİRİNDERE,ARNAVUTKÖY,BOĞAZKÖY İSTİKLAL,6929.4355,1,0,0,8337
1515,Şehit Er Tuncay Türken Parkı,İSTANBUL,MİLLİ EGEMENLİK,ARNAVUTKÖY,BOĞAZKÖY İSTİKLAL,2146.6184,1,0,0,8337
2617,Çınar Parkı,İSTANBUL,ESKİ EDİRNE ASFALTI,ARNAVUTKÖY,BOĞAZKÖY İSTİKLAL,1334.7804,1,0,0,8337
2616,Bilge Kağan  Parkı,İSTANBUL,ESKİ EDİRNE ASFALTI,ARNAVUTKÖY,BOĞAZKÖY İSTİKLAL,7132.623,1,0,0,8337
2615,Necip Fazıl Parkı,İSTANBUL,ESKİ EDİRNE ASFALTI,ARNAVUTKÖY,BOĞAZKÖY İSTİKLAL,1287.7544,1,0,0,8337
2618,İzzet Yıldırım Parkı,İSTANBUL,İSMET İNÖNÜ,ARNAVUTKÖY,BOĞAZKÖY İSTİKLAL,897.15497,1,0,0,8337
2613,Fetih Parkı,İSTANBUL,ESKİ EDİRNE ASFALTI,ARNAVUTKÖY,BOĞAZKÖY İSTİKLAL,1444.8984,1,0,0,8337
2611,Şahika Parkı,İSTANBUL,ESKİ EDİRNE ASFALTI,ARNAVUTKÖY,BOĞAZKÖY İSTİKLAL,1166.9897,1,0,0,8337
2619,Emir Sultan Parkı,İSTANBUL,CEMİLE,ARNAVUTKÖY,BOLLUCA,397.46072,1,0,0,5562
2621,Göktürk Caddesi Park Alanı,İSTANBUL,ERCİYES,ARNAVUTKÖY,BOLLUCA,2105.4297,1,0,0,5562
2620,Orhaniye Sokak Spor Alanı,İSTANBUL,CEMİLE,ARNAVUTKÖY,BOLLUCA,12154.142,1,0,0,5562
373,Şeyh Şamil Parkı,İSTANBUL,İSMET İNÖNÜ,ARNAVUTKÖY,BOLLUCA,849.8242,1,0,1,5562
2908,Boyalık Parkı,İSTANBUL,BOYALIK-BAKLALI,ARNAVUTKÖY,BOYALIK,2880.252,1,0,0,628
1083,Çilingir Meydan Parkı,İSTANBUL,TINAZ,ARNAVUTKÖY,ÇİLİNGİR,3571.553,1,0,0,929
1364,Mehmet Akif Ersoy Parkı,İSTANBUL,ŞEHİT KAYMAKAM MUHAMMET FATİH SAFİTÜRK,ARNAVUTKÖY,DELİKLİKAYA,4832.5063,1,0,0,5909
1366,Emirsultan Camii Bahçesi,İSTANBUL,ŞEHİT KAYMAKAM MUHAMMET FATİH SAFİTÜRK,ARNAVUTKÖY,DELİKLİKAYA,4890.2173,2,0,0,5909
1365,Dilektaşı Sokak Parkı,İSTANBUL,KAVAKTEPE,ARNAVUTKÖY,DELİKLİKAYA,1729.0966,1,0,0,5909
1658,Dursunköy Parkı,İSTANBUL,AKKAVAK,ARNAVUTKÖY,DURSUNKÖY,4322.896,2,1,0,367
856,Durusu Parkı,İSTANBUL,ÖZLÜ,ARNAVUTKÖY,DURUSU,1080.3591,3,0,6,593
855,Durusu İSKİ Bahçesi,İSTANBUL,ÖZLÜ,ARNAVUTKÖY,DURUSU,2560.4414,3,2,4,593
1089,Hazerfen Parkı,İSTANBUL,AYDIN SAYILI,ARNAVUTKÖY,FATİH,321.8979,1,0,0,2748
775,Sultan Mehmet Parkı,İSTANBUL,CEREN,ARNAVUTKÖY,FATİH,3302.6497,1,0,0,2748
1081,Hacımaşlı Parkı,İSTANBUL,BEYAZ AKASYA,ARNAVUTKÖY,HACIMAŞLI,2362.9382,1,0,0,540
1077,Ihlamur Parkı.,İSTANBUL,HACIMAŞLI,ARNAVUTKÖY,HACIMAŞLI,4662.841,1,0,0,540
4236,Süleymaniye Parkı,İSTANBUL,FATİH SULTAN MEHMET,ARNAVUTKÖY,HADIMKÖY,2770.4924,1,0,0,19295
4237,Köroğlu Parkı,İSTANBUL,AYASOFYA,ARNAVUTKÖY,HADIMKÖY,1172.4695,1,0,0,19295
4235,Kazım Öztürk Parkı,İSTANBUL,ÇİZGİ,ARNAVUTKÖY,HADIMKÖY,3454.2563,1,0,0,19295
4234,Seyitonbaşı Parkı,İSTANBUL,ADNAN MENDERES,ARNAVUTKÖY,HADIMKÖY,2031.3214,2,1,5,19295
4233,Hadımköy Camii Meydanı,İSTANBUL,ROTA,ARNAVUTKÖY,HADIMKÖY,14304.777,4,4,7,19295
1657,Şerife Bacı Parkı,İSTANBUL,DUYUM,ARNAVUTKÖY,HADIMKÖY,1914.0018,1,0,0,19295
4231,Şakayık Parkı,İSTANBUL,İSTASYON,ARNAVUTKÖY,HADIMKÖY,2349.138,2,2,4,19295
1436,Çerez Sokak Parkı,İSTANBUL,HADIMKÖY,ARNAVUTKÖY,HADIMKÖY,3793.1401,2,3,0,19295
4230,Hadımbaba Parkı (Aynı Zamanda TRANSFER ALANIDIR),İSTANBUL,İSTASYON,ARNAVUTKÖY,HADIMKÖY,29008.283,2,3,0,19295
1656,Barbaros Parkı,İSTANBUL,DUYUM,ARNAVUTKÖY,HADIMKÖY,1726.8687,1,0,0,19295
1655,Adnan Kahveci Parkı,İSTANBUL,DUYUM,ARNAVUTKÖY,HADIMKÖY,1751.049,1,0,0,19295
1434,Bayındır Caddesi Parkı,İSTANBUL,HADIMKÖY,ARNAVUTKÖY,HADIMKÖY,2438.9744,1,0,0,19295
1433,Şehit Jandarma Asteğmen Ali Yılmaz Parkı,İSTANBUL,HADIMKÖY,ARNAVUTKÖY,HADIMKÖY,6344.2627,1,0,0,19295
3646,Cahit Sıtkı Tarancı Parkı,İSTANBUL,BAYINDIR,ARNAVUTKÖY,HADIMKÖY,2097.1436,1,0,1,19295
1087,Akşemsettin Parkı,İSTANBUL,KANDİLLİ,ARNAVUTKÖY,HARAÇÇI,5230.767,1,0,0,7856
1086,Haraçcı Sağlık Ocağı Bahçesi,İSTANBUL,GÖÇMENKENT,ARNAVUTKÖY,HARAÇÇI,3191.2532,1,1,0,7856
761,Fedakar Sokak Parkı,İSTANBUL,BAŞARAN,ARNAVUTKÖY,HARAÇÇI,2834.4573,1,0,0,7856
760,Gardenya Parkı,İSTANBUL,BAŞARAN,ARNAVUTKÖY,HARAÇÇI,634.4186,1,0,0,7856
1084,Vardar Sokak Parkı.,İSTANBUL,BEYAZ AKASYA,ARNAVUTKÖY,HARAÇÇI,4216.393,1,0,1,7856
1079,Şehit Er Savaş Koyun Parkı,İSTANBUL,KUTLUKHAN,ARNAVUTKÖY,HARAÇÇI,878.6265,1,0,0,7856
1078,Naim Süleymanoğlu Parkı.,İSTANBUL,KUTLUKHAN,ARNAVUTKÖY,HARAÇÇI,3698.6978,1,0,0,7856
1431,Kemal Angın Parkı,İSTANBUL,SÜHEYLA,ARNAVUTKÖY,HASTANE,733.9704,1,0,1,7850
2875,Hadımköy Meydanı,İSTANBUL,HADIMKÖY-İSTANBUL,ARNAVUTKÖY,HASTANE,20436.873,4,6,5,7850
4232,Genç Osman Parkı,İSTANBUL,İSTASYON,ARNAVUTKÖY,HASTANE,1209.6984,1,5,1,7850
1432,Gazi Mustafa Kemal Parkı,İSTANBUL,SÜHEYLA,ARNAVUTKÖY,HASTANE,7034.711,1,0,0,7850
2877,İstasyon Meydanı.,İSTANBUL,HADIMKÖY-İSTANBUL,ARNAVUTKÖY,HASTANE,13165.54,5,5,5,7850
1430,Kocayusuf Parkı,İSTANBUL,SÜHEYLA,ARNAVUTKÖY,HASTANE,1205.7698,1,0,0,7850
2878,Esat Gülemek Parkı,İSTANBUL,HADIMKÖY-İSTANBUL,ARNAVUTKÖY,HASTANE,10051.406,6,5,12,7850
2876,Astsubay Ahmet Çatalbaş Parkı,İSTANBUL,HADIMKÖY-İSTANBUL,ARNAVUTKÖY,HASTANE,1386.9017,2,9,5,7850
3142,Hicret Camii Bahçesi,İSTANBUL,MUHTEREM,ARNAVUTKÖY,HİCRET,2517.4475,1,0,0,2756
366,Siper Sokak Parkı,İSTANBUL,YILDIRIM BEYAZIT,ARNAVUTKÖY,HİCRET,610.34424,1,0,0,2756
372,Bolluca Ek Hizmet Binası Bahçesi,İSTANBUL,YILDIRIM BEYAZIT,ARNAVUTKÖY,HİCRET,10573.221,3,4,2,2756
370,Hicret Parkı,İSTANBUL,YILDIRIM BEYAZIT,ARNAVUTKÖY,HİCRET,1022.6923,1,0,0,2756
365,Ahu Sokak Parkı,İSTANBUL,YILDIRIM BEYAZIT,ARNAVUTKÖY,HİCRET,2144.0864,3,0,0,2756
371,Bolluca Parkı,İSTANBUL,İSMET İNÖNÜ,ARNAVUTKÖY,HİCRET,16879.586,1,0,2,2756
842,İmrahor Parkı,İSTANBUL,TERMİNAL,ARNAVUTKÖY,İMRAHOR,1443.6613,1,2,2,7814
844,Halis Kutmangil İlkokulu Bahçesi,İSTANBUL,TERMİNAL,ARNAVUTKÖY,İMRAHOR,3279.2175,2,1,0,7814
843,Şehit Er Musa Tikicieri Parkı,İSTANBUL,TERMİNAL,ARNAVUTKÖY,İMRAHOR,4506.8447,1,4,3,7814
1620,Sevban Mehmet Caddesi Ekolojik Proje Alanı,İSTANBUL,ULUBATLI HASAN,ARNAVUTKÖY,İMRAHOR,10806.073,1,0,0,7814
3148,Malkoçoğlu Camii Bahçesi,İSTANBUL,ULUBATLI HASAN,ARNAVUTKÖY,İMRAHOR,1339.2043,1,0,0,7814
4223,Hanzade Parkı,İSTANBUL,TAYYİBE,ARNAVUTKÖY,İSLAMBEY,1084.397,4,9,16,18256
4225,Şehit Polis Muzaffer Güzelgün Parkı,İSTANBUL,YILDIRIM BEYAZIT,ARNAVUTKÖY,İSLAMBEY,521.2947,5,5,11,18256
4226,Turgut Özal Parkı,İSTANBUL,KAVACIK,ARNAVUTKÖY,İSLAMBEY,3897.6152,1,0,0,18256
1223,Manolya Parkı,İSTANBUL,FATİH,ARNAVUTKÖY,İSLAMBEY,1064.7028,1,0,0,18256
3145,Şüheda Parkı,İSTANBUL,MİLLİYET,ARNAVUTKÖY,İSLAMBEY,1509.2358,1,0,0,18256
3144,Suatlar Parkı,İSTANBUL,MİLLİYET,ARNAVUTKÖY,İSLAMBEY,4422.675,1,1,2,18256
369,Yıldırım Beyazıt Caddesi Parkı,İSTANBUL,YILDIRIM BEYAZIT,ARNAVUTKÖY,İSLAMBEY,3069.2874,1,4,3,18256
3957,Paksu Sokak Yeşil Alan,İSTANBUL,SOKULLU MEHMET,ARNAVUTKÖY,İSLAMBEY,2044.0597,1,0,0,18256
367,Ayla Sokak Yeşil Alan,İSTANBUL,YILDIRIM BEYAZIT,ARNAVUTKÖY,İSLAMBEY,7414.814,1,0,0,18256
1618,Ulubatlı Hasan Caddesi,İSTANBUL,SOKULLU MEHMET,ARNAVUTKÖY,İSLAMBEY,4919.701,1,0,0,18256
4221,Yıldırım Beyazıt Parkı,İSTANBUL,GAFFAR,ARNAVUTKÖY,İSLAMBEY,1458.0734,4,3,7,18256
3958,Mehmet Özbahçeci Parkı,İSTANBUL,SOKULLU MEHMET,ARNAVUTKÖY,İSLAMBEY,1290.1874,1,0,0,18256
4224,Ali Aktürk Parkı,İSTANBUL,YILDIRIM BEYAZIT,ARNAVUTKÖY,İSLAMBEY,396.25427,5,1,5,18256
858,Nevbahar Parkı,İSTANBUL,HIZIRBEY,ARNAVUTKÖY,KARABURUN,2068.599,1,1,2,1612
860,Karaburun Parkı,İSTANBUL,SUBAŞI,ARNAVUTKÖY,KARABURUN,2603.4795,2,2,11,1612
859,Karaburun Cami Meydanı,İSTANBUL,SAHİL,ARNAVUTKÖY,KARABURUN,716.42175,2,5,6,1612
5442,Erguvan Parkı,İSTANBUL,TERKOS-KARABURUN,ARNAVUTKÖY,KARABURUN,639.9217,4,3,3,1612
861,Karaburun Fener ve Seyir Terası Parkı,İSTANBUL,RİDANİYE,ARNAVUTKÖY,KARABURUN,7175.6875,5,3,7,1612
1088,Gülistan Parkı,İSTANBUL,BİLEN,ARNAVUTKÖY,KARLIBAYIR,1406.6776,1,0,0,7523
1085,Ertuğrul Gazi Parkı.,İSTANBUL,ARİF,ARNAVUTKÖY,KARLIBAYIR,3789.3179,1,0,1,7523
3249,Karlıbayır Parkı,İSTANBUL,ARİF,ARNAVUTKÖY,KARLIBAYIR,910.3807,1,0,0,7523
3797,Hasan Tahsin Parkı,İSTANBUL,KENAN,ARNAVUTKÖY,KARLIBAYIR,1060.9807,1,0,0,7523
1082,Hz. Osman Camii Bahçesi,İSTANBUL,ARİF,ARNAVUTKÖY,KARLIBAYIR,4595.9336,1,0,0,7523
1212,Özbil Sokak Yeşil Alan,İSTANBUL,ESKİ EDİRNE ASFALTI,ARNAVUTKÖY,KARLIBAYIR,1100.4523,1,0,0,7523
1227,Taşoluk Millet Bahçesi,İSTANBUL,KAZIM KARABEKİR,ARNAVUTKÖY,MAREŞAL FEVZİ ÇAKMAK,8269.532,1,0,0,4815
773,Mareşal Fevzi Çakmak Trafik Eğitim Kampüsü,İSTANBUL,ATATÜRK,ARNAVUTKÖY,MAREŞAL FEVZİ ÇAKMAK,4571.167,2,0,1,4815
774,Akçay Parkı,İSTANBUL,ATATÜRK,ARNAVUTKÖY,MAREŞAL FEVZİ ÇAKMAK,2691.699,1,0,0,4815
1229,Muhsin Yazıcıoğlu Parkı,İSTANBUL,KAZIM KARABEKİR,ARNAVUTKÖY,MAREŞAL FEVZİ ÇAKMAK,16630.605,1,0,0,4815
3270,Yahya Kemal Parkı,İSTANBUL,ALEMDAR,ARNAVUTKÖY,MAREŞAL FEVZİ ÇAKMAK,782.905,1,0,0,4815
3269,Taşoluk Stadı,İSTANBUL,EGEMEN,ARNAVUTKÖY,MAREŞAL FEVZİ ÇAKMAK,9156.968,1,0,1,4815
1621,Eşref Bitlis Parkı,İSTANBUL,NADİR,ARNAVUTKÖY,MAREŞAL FEVZİ ÇAKMAK,1841.6469,1,0,0,4815
3147,Ulubatlı Hasan Parkı,İSTANBUL,ABDULLAH GÜL,ARNAVUTKÖY,MAVİGÖL,1453.026,1,0,5,6626
5154,Ensar Parkı.,İSTANBUL,KOCA YUSUF,ARNAVUTKÖY,MAVİGÖL,2201.6106,1,0,0,6626
845,Rabia Parkı,İSTANBUL,DOĞANAY,ARNAVUTKÖY,MAVİGÖL,41559.867,12,29,14,6626
3146,Eyüp Sultan Caddesi Yeşil Alan,İSTANBUL,ABDULLAH GÜL,ARNAVUTKÖY,MAVİGÖL,788.33466,1,0,0,6626
3143,23 Nisan Egemenlik Parkı,İSTANBUL,ABDULLAH GÜL,ARNAVUTKÖY,MAVİGÖL,2532.7078,1,0,0,6626
2622,Mavigöl Parkı,İSTANBUL,SÜMELA,ARNAVUTKÖY,MAVİGÖL,20786.805,9,13,5,6626
768,Çelebi Caddesi Parkı,İSTANBUL,KOVANLIK,ARNAVUTKÖY,MEHMET AKİF ERSOY,1255.0876,1,0,3,5136
770,Cumhuriyet Parkı,İSTANBUL,DARÜLFÜNUN,ARNAVUTKÖY,MEHMET AKİF ERSOY,5421.464,1,0,0,5136
772,Hasan Karakaya Parkı,İSTANBUL,ECEGÜL,ARNAVUTKÖY,MEHMET AKİF ERSOY,5381.209,1,0,1,5136
763,Mustafa Yeşil Parkı,İSTANBUL,ZİHNİ,ARNAVUTKÖY,MEHMET AKİF ERSOY,7703.4497,1,0,0,5136
766,Taşoluk TOKİ Piknik Alanı,İSTANBUL,VEYSEL KARANİ,ARNAVUTKÖY,MEHMET AKİF ERSOY,3867.2197,1,0,0,5136
1219,Çalış Sokak Yeşil Alan,İSTANBUL,ESKİ EDİRNE ASFALTI,ARNAVUTKÖY,MUSTAFA KEMAL PAŞA,2745.377,1,0,0,11960
1222,Şehit Er Şaban Aydoğan Parkı,İSTANBUL,BURÇİN,ARNAVUTKÖY,MUSTAFA KEMAL PAŞA,2057.2312,1,0,0,11960
1210,Vadipark (Aynı Zamanda TRANSFER ALANIDIR),İSTANBUL,ESKİ EDİRNE ASFALTI,ARNAVUTKÖY,MUSTAFA KEMAL PAŞA,54725.46,3,4,3,11960
1218,Taşoluk Yeşil Camii Bahçesi,İSTANBUL,BERFİN,ARNAVUTKÖY,MUSTAFA KEMAL PAŞA,7220.7285,4,4,0,11960
1228,Şehit Polis Bünyamin Bütün Parkı,İSTANBUL,SERAP,ARNAVUTKÖY,MUSTAFA KEMAL PAŞA,1079.0757,1,0,0,11960
1221,Açelya Parkı,İSTANBUL,DİLAVER,ARNAVUTKÖY,MUSTAFA KEMAL PAŞA,714.5729,1,0,0,11960
1220,Yazgülü Sokak Parkı,İSTANBUL,ESKİ EDİRNE ASFALTI,ARNAVUTKÖY,MUSTAFA KEMAL PAŞA,4343.984,1,0,0,11960
1614,Nenehatun Meydanı,İSTANBUL,KIBRIS,ARNAVUTKÖY,NENEHATUN,2523.1582,3,1,3,7470
1230,Yayla Parkı,İSTANBUL,FATİH,ARNAVUTKÖY,NENEHATUN,398.08417,1,0,0,7470
1231,Mimar Sinan Parkı,İSTANBUL,FATİH,ARNAVUTKÖY,NENEHATUN,2565.1882,2,1,1,7470
1225,Adnan Menderes Parkı,İSTANBUL,ABDÜLHAMİT,ARNAVUTKÖY,NENEHATUN,2471.8044,1,0,0,7470
3959,Beyit Sokak Yeşil Alan,İSTANBUL,ERSEN,ARNAVUTKÖY,NENEHATUN,1989.3492,1,0,0,7470
3960,Şehit Er Adil Yıldız Parkı,İSTANBUL,VEZNECİLER,ARNAVUTKÖY,NENEHATUN,2756.3525,1,0,0,7470
1608,Bozyel Sokak Yeşil Alan,İSTANBUL,KIBRIS,ARNAVUTKÖY,NENEHATUN,1850.2188,1,0,1,7470
1233,Katip Çelebi Parkı,İSTANBUL,KAZIM KARABEKİR,ARNAVUTKÖY,NENEHATUN,3648.9368,1,0,4,7470
1613,Evliya Çelebi Parkı.,İSTANBUL,KIBRIS,ARNAVUTKÖY,NENEHATUN,2594.4429,1,0,0,7470
1232,Şehit Polis Hüseyin Apaydın Parkı,İSTANBUL,KAZIM KARABEKİR,ARNAVUTKÖY,NENEHATUN,625.159,1,5,3,7470
1363,Dr. Muhtar Ahmet Ensari Parkı,İSTANBUL,PORSUK,ARNAVUTKÖY,ÖMERLİ,30139.926,1,0,0,5061
1080,Sazlıbosna Parkı,İSTANBUL,HARAÇÇI-HADIMKÖY YOLU,ARNAVUTKÖY,SAZLIBOSNA,4088.612,1,0,0,861
762,Selçuklu Parkı,İSTANBUL,TAŞOLUK,ARNAVUTKÖY,TAŞOLUK,4433.074,1,0,0,7118
1226,Hamidiye Parkı,İSTANBUL,KAZIM KARABEKİR,ARNAVUTKÖY,TAŞOLUK,551.8826,1,0,0,7118
3851,Saray Parkı,İSTANBUL,ANITTEPE,ARNAVUTKÖY,TAŞOLUK,1012.7663,1,0,0,7118
764,Ramazan Güngör Parkı,İSTANBUL,TAŞOLUK,ARNAVUTKÖY,TAŞOLUK,4854.827,1,0,0,7118
765,Bağlar Meydanı,İSTANBUL,TAŞOLUK,ARNAVUTKÖY,TAŞOLUK,4635.891,1,0,0,7118
3852,Sıtkı Şefika Üzüm Parkı,İSTANBUL,SİNANPAŞA,ARNAVUTKÖY,TAŞOLUK,484.10828,1,0,0,7118
769,Cevher Dudayev Parkı,İSTANBUL,EGEMEN,ARNAVUTKÖY,TAŞOLUK,1248.4518,1,0,0,7118
767,Taşoluk Meydan Parkı,İSTANBUL,TAŞOLUK,ARNAVUTKÖY,TAŞOLUK,2020.124,1,0,0,7118
851,Tayakadın Parkı,İSTANBUL,TERMİNAL,ARNAVUTKÖY,TAYAKADIN,7393.5493,1,0,0,3096
850,Tayakadın Camii Meydanı,İSTANBUL,TERMİNAL,ARNAVUTKÖY,TAYAKADIN,7866.611,1,0,0,3096
852,Tomurcuk Sokak Parkı,İSTANBUL,DURUSU-YENİKÖY,ARNAVUTKÖY,TERKOS,947.9643,1,0,0,744
2910,Nihat Kaya Parkı,İSTANBUL,TERKOS-KARABURUN,ARNAVUTKÖY,TERKOS,3440.6987,1,0,0,744
5488,Terkos Parkı,İSTANBUL,YUSUF BİLGİÇ,ARNAVUTKÖY,TERKOS,1299.0797,1,0,0,744
2909,Terkos Meydanı,İSTANBUL,TERKOS-KARABURUN,ARNAVUTKÖY,TERKOS,1122.4783,1,1,2,744
