fid,tesis_adi,il_adi,sokak_adi,ilce_adi,mahalle_adi,area,num_of_buildings_between_0_15,num_of_buildings_between_15_30,num_of_buildings_between_30_50,mahalle_nüfus
5498,Hacı İbrahim Çöpür Çocuk Parkı,İSTANBUL,SANCAK,SANCAKTEPE,OSMANGAZİ,1232.4478,7,11,13,36707
5497,Tomurcuk Parkı.,İSTANBUL,MÜSTESNA,SANCAKTEPE,OSMANGAZİ,776.4492,5,9,5,36707
5496,Alsancak Parkı,İSTANBUL,LİDER,SANCAKTEPE,OSMANGAZİ,3819.293,6,7,11,36707
2502,Cemal Safi Bahçesi,İSTANBUL,ATAYOLU,SANCAKTEPE,OSMANGAZİ,2800.2244,1,4,5,36707
5494,İbni Sina İlkokulu Bahçesi,İSTANBUL,BUSE,SANCAKTEPE,OSMANGAZİ,7496.1987,16,15,19,36707
1955,Şehit Mustafa Bedinhan Karakaya Parkı,İSTANBUL,MÜLK,SANCAKTEPE,OSMANGAZİ,2591.6572,1,3,5,36707
1964,Dere Spor Tesisleri ve Çocuk Bahçesi,İSTANBUL,SEZGİ,SANCAKTEPE,OSMANGAZİ,4879.799,1,1,0,36707
2503,Şehit Bayram Okçu Parkı,İSTANBUL,ATAYOLU,SANCAKTEPE,OSMANGAZİ,6064.5396,7,5,11,36707
2505,Sancaktepe Aziz Bayraktar Anadolu İmam Hatip Lisesi ve Camii Bahçesi,İSTANBUL,ATAYOLU,SANCAKTEPE,OSMANGAZİ,16367.518,10,7,9,36707
2506,Nermin Ahmet Hasoğlu İlkokulu Bahçesi,İSTANBUL,ATAYOLU,SANCAKTEPE,OSMANGAZİ,5484.3857,4,6,12,36707
1256,Şehit Murat Kalıntaş Parkı,İSTANBUL,OSMANGAZİ,SANCAKTEPE,OSMANGAZİ,557.4079,3,3,5,36707
1255,Özlem Çocuk Bahçesi,İSTANBUL,OSMANGAZİ,SANCAKTEPE,OSMANGAZİ,2065.1616,2,7,8,36707
1252,Nar Çiçeği Çocuk Bahçesi,İSTANBUL,OSMANGAZİ,SANCAKTEPE,OSMANGAZİ,968.2444,1,5,5,36707
1253,Şehit Piyade Uzm. Çvş. Caner Çelik Parkı,İSTANBUL,OSMANGAZİ,SANCAKTEPE,OSMANGAZİ,1590.4745,5,4,9,36707
2509,Ak Bahçe,İSTANBUL,ATAYOLU,SANCAKTEPE,OSMANGAZİ,1322.6278,4,3,2,36707
70,Leylak Sk. Boş Alan,İSTANBUL,ADNAN,SANCAKTEPE,PAŞAKÖY,11326.037,4,1,10,1301
71,Paşaköy Parkı,İSTANBUL,ONSEKİZ MART,SANCAKTEPE,PAŞAKÖY,671.86035,3,4,2,1301
66,Yüksel Ulaş Ç.ocuk Bahçesi,İSTANBUL,BARAJ YOLU,SANCAKTEPE,PAŞAKÖY,505.68335,1,1,5,1301
525,Afacan Çocuk Bahçesi,İSTANBUL,TEPEYOLU,SANCAKTEPE,SAFA,445.1099,7,10,19,16881
518,Muhabbet Cd. Boş Alan,İSTANBUL,SARE,SANCAKTEPE,SAFA,4780.864,8,2,8,16881
517,Safa İlkokulu Bahçesi,İSTANBUL,SARE,SANCAKTEPE,SAFA,4241.6133,4,6,6,16881
521,Aydınlı Cd. Boş Alan,İSTANBUL,ATATÜRK,SANCAKTEPE,SAFA,4578.4355,11,5,12,16881
1274,Cumhuriyet Parkı,İSTANBUL,ZAİM,SANCAKTEPE,SARIGAZİ,848.2005,12,12,12,17488
488,Ekin Halı Saha ve Yanı,İSTANBUL,OSMANGAZİ,SANCAKTEPE,SARIGAZİ,12785.768,12,9,13,17488
1269,Fatih Parkı,İSTANBUL,ZAİM,SANCAKTEPE,SARIGAZİ,1014.67255,2,7,9,17488
1275,60.Yıl Sarıgazi İlkokulu Bahçesi,İSTANBUL,ZAİM,SANCAKTEPE,SARIGAZİ,5069.9487,7,5,15,17488
1752,Akbaba Sk. Boş Alan,İSTANBUL,KULE,SANCAKTEPE,SARIGAZİ,10228.158,8,22,32,17488
486,Muhtar Hüseyin Göktaş Bahçesi,İSTANBUL,OSMANGAZİ,SANCAKTEPE,SARIGAZİ,1740.3887,12,8,16,17488
1270,Mehmetçik Parkı,İSTANBUL,ZAİM,SANCAKTEPE,SARIGAZİ,1028.8693,9,7,19,17488
4277,Kamelya Parkı,İSTANBUL,BEKÇİ,SANCAKTEPE,VEYSEL KARANİ,1045.0238,1,0,0,18719
4273,Veysel Karani İlkokulu Bahçesi,İSTANBUL,CEYHAN,SANCAKTEPE,VEYSEL KARANİ,2937.7417,4,8,13,18719
4271,Erikli Pınar Camii Bahçesi,İSTANBUL,AYTEMUR,SANCAKTEPE,VEYSEL KARANİ,2736.7568,2,6,18,18719
4270,Rıza Çalımbay Spor Parkı,İSTANBUL,ZALOĞLU RÜSTEM,SANCAKTEPE,VEYSEL KARANİ,8316.574,2,0,5,18719
4269,Sancaktepe Anadolu Lisesi Bahçesi,İSTANBUL,YEŞİLIRMAK,SANCAKTEPE,VEYSEL KARANİ,3676.9946,6,4,11,18719
4268,İski Önü Boş Alan,İSTANBUL,ORMAN,SANCAKTEPE,VEYSEL KARANİ,18340.467,9,4,19,18719
4267,Veysel Karani Parkı,İSTANBUL,ORMAN,SANCAKTEPE,VEYSEL KARANİ,1183.3286,7,8,16,18719
2489,Hasanpaşa Orman Toplanma Alanı,İSTANBUL,KARTAL,SANCAKTEPE,VEYSEL KARANİ,22971.902,2,21,33,18719
3179,Yenidoğan Parkı,İSTANBUL,NUSRET,SANCAKTEPE,YENİDOĞAN,1233.9172,10,11,22,17553
3180,Şehit Piyade Asb.Çvç. Kenan Ceylan Parkı,İSTANBUL,ARİFLER,SANCAKTEPE,YENİDOĞAN,897.3991,2,4,9,17553
3177,Sümbül Çocuk Bahçesi,İSTANBUL,ATATÜRK,SANCAKTEPE,YENİDOĞAN,675.0172,8,8,15,17553
522,Seyhan Parkı.,İSTANBUL,BAHÇELİEVLER,SANCAKTEPE,YENİDOĞAN,770.39087,6,5,15,17553
524,Meryem Çolak Parkı,İSTANBUL,BAHÇELİEVLER,SANCAKTEPE,YENİDOĞAN,612.17316,5,6,10,17553
526,Gülistan Cd. Boş Alan,İSTANBUL,BAHÇELİEVLER,SANCAKTEPE,YENİDOĞAN,3809.783,9,9,9,17553
1548,Ceyhan Parkı.,İSTANBUL,BARBAROS,SANCAKTEPE,YENİDOĞAN,560.86523,7,5,10,17553
504,Tunahan Cd. Boş Alan,İSTANBUL,EFLAK,SANCAKTEPE,YENİDOĞAN,9824.512,6,6,15,17553
1546,Mansur Çocuk Bahçesi,İSTANBUL,BARBAROS,SANCAKTEPE,YENİDOĞAN,523.3426,5,3,16,17553
3178,Yiğit Arda Kay Parkı,İSTANBUL,AKIN,SANCAKTEPE,YENİDOĞAN,899.7755,9,10,15,17553
527,Yumurcak Çocuk Parkı,İSTANBUL,HAKYOL,SANCAKTEPE,YUNUS EMRE,1212.8536,4,7,16,19572
1545,Şehit Zafer Korkmaz Parkı,İSTANBUL,KOCA YUSUF,SANCAKTEPE,YUNUS EMRE,1820.8888,5,4,11,19572
1547,Aziz Sk. Boş Alan,İSTANBUL,TEKVİN,SANCAKTEPE,YUNUS EMRE,5539.797,7,8,8,19572
68,Safa Tepesi Sosyal Tesisleri,İSTANBUL,ÇALI,SANCAKTEPE,YUNUS EMRE,88513.59,28,44,64,19572
1544,Yenidoğan İlkokulu Bahçesi,İSTANBUL,BARBAROS,SANCAKTEPE,YUNUS EMRE,11865.492,7,10,13,19572
1014,Güven Parkı,İSTANBUL,HİCAZ,SANCAKTEPE,YUNUS EMRE,758.19196,6,9,25,19572
72,Ayşe Çarmıklı  İlkokul ve Ortaokulu Bahçesi,İSTANBUL,ÇALI,SANCAKTEPE,YUNUS EMRE,4408.294,19,16,27,19572
528,Şelale Çocuk Parkı,İSTANBUL,HAKYOL,SANCAKTEPE,YUNUS EMRE,486.00726,3,7,9,19572
595,21.Y.Y.Eğit.ve Kül.Vak. Nilüfer Gökay Ortaokulu Bahçesi,İSTANBUL,101,SARIYER,AYAZAĞA,1728.9622,1,0,5,27244
578,Vadi Evleri Karşısı Spor Alanı,İSTANBUL,215,SARIYER,AYAZAĞA,2472.7478,1,0,2,27244
580,Ayazağa İlkokulu Bahçesi,İSTANBUL,AYAZAĞA CENDERE,SARIYER,AYAZAĞA,2378.7434,1,0,0,27244
582,Mehmet Rıfat Evyap Mesleki ve Teknik Anadolu Lisesi Bahçesi,İSTANBUL,KEMERBURGAZ,SARIYER,AYAZAĞA,5099.0913,3,0,0,27244
583,Ayazağa Spor Kulübü,İSTANBUL,MİMAR SİNAN,SARIYER,AYAZAĞA,7244.9634,1,1,0,27244
584,Ayazağa Sevgi Parkı,İSTANBUL,KEMERBURGAZ,SARIYER,AYAZAĞA,12811.81,1,0,0,27244
585,Meydan Şerifebacı Parkı,İSTANBUL,MİMAR SİNAN,SARIYER,AYAZAĞA,643.1824,1,0,0,27244
254,Ayazağa Eczacıbaşı Spor Salonu,İSTANBUL,ÇAKIRLAR,SARIYER,AYAZAĞA,11112.868,2,0,1,27244
597,Ayazağa Anadolu Lisesi Bahçesi,İSTANBUL,113,SARIYER,AYAZAĞA,5460.417,1,0,0,27244
596,Yeşiltepe Parkı,İSTANBUL,206,SARIYER,AYAZAĞA,1372.7424,3,0,1,27244
586,Ayazağa Merkez Parkı,İSTANBUL,AYAZAĞA CENDERE,SARIYER,AYAZAĞA,1908.3708,1,1,0,27244
587,Dereboyu Belediye Otoparkı,İSTANBUL,133,SARIYER,AYAZAĞA,1233.2936,1,0,0,27244
588,Cumhuriyet Parkı (Şehitler Parkı),İSTANBUL,ŞEHİT NACİ CANAN TUNCER,SARIYER,AYAZAĞA,4723.868,1,0,1,27244
589,Dereboyu Sokak Parkı,İSTANBUL,180,SARIYER,AYAZAĞA,1308.3755,1,0,0,27244
590,125. Sokak Parkı,İSTANBUL,HADIMKORU YOLU,SARIYER,AYAZAĞA,350.67926,1,0,2,27244
591,Uğur Erkey İlkokulu Bahçesi,İSTANBUL,HADIMKORU YOLU,SARIYER,AYAZAĞA,1741.988,1,0,0,27244
593,157. Sokak Parkı,İSTANBUL,122,SARIYER,AYAZAĞA,413.6135,1,5,2,27244
594,Belediye Evleri Yanı Park,İSTANBUL,162,SARIYER,AYAZAĞA,1599.2759,4,3,4,27244
607,Özel Yüzyıl Işıl İlkokulu Bahçesi,İSTANBUL,208,SARIYER,BAHÇEKÖY KEMER,2074.7795,1,0,0,1753
602,Karadeniz Mahallesi Parkı,İSTANBUL,208,SARIYER,BAHÇEKÖY KEMER,320.04822,1,0,0,1753
605,Özel Açı Okulları Bahçesi,İSTANBUL,208,SARIYER,BAHÇEKÖY KEMER,3277.52,1,0,0,1753
3356,Bahçeköy Orman Fakültesi,İSTANBUL,GÜMÜŞDERE BAHÇEKÖY YOLU,SARIYER,BAHÇEKÖY MERKEZ,18265.28,4,1,3,2896
1449,Bahçeköy Türkan Efe İlkokulu-Ortaokulu Bahçesi,İSTANBUL,KORULUK,SARIYER,BAHÇEKÖY YENİ,1056.0962,4,3,4,3956
1446,Salih Kavras Parkı,İSTANBUL,BAHÇEKÖY,SARIYER,BAHÇEKÖY YENİ,1458.8109,1,0,1,3956
1447,Pelit Sokak Parkı,İSTANBUL,BAHÇEKÖY,SARIYER,BAHÇEKÖY YENİ,993.3592,6,9,4,3956
1450,Sadık Güney Parkı,İSTANBUL,KORULUK,SARIYER,BAHÇEKÖY YENİ,853.58264,1,3,2,3956
3276,Japon Bahçesi,İSTANBUL,DAĞÜSTÜ,SARIYER,BALTALİMANI,7699.3535,1,0,0,4141
1470,Demirtaş Ceyhun Parkı,İSTANBUL,TAŞLIBAYIR,SARIYER,BALTALİMANI,445.6606,1,0,0,4141
1472,Dereiçi Parkı (İlhan Selçuk Parkı ),İSTANBUL,BALTALİMANI HİSARÜSTÜ YOLU,SARIYER,BALTALİMANI,883.4937,1,0,0,4141
3275,Hacı Mehmet Şalgamcıoğlu Ortaokulu Bahçesi,İSTANBUL,IHLAMUR,SARIYER,BALTALİMANI,4600.6255,1,0,0,4141
1468,Karayolları FSM Bakım Onarım Alanı,İSTANBUL,DAĞÜSTÜ,SARIYER,BALTALİMANI,7522.873,1,0,0,4141
1474,Gül Sokak Parkı,İSTANBUL,BALTALİMANI HİSAR,SARIYER,BALTALİMANI,1128.7108,1,0,0,4141
3277,Minibüs Durağı,İSTANBUL,KORUÜSTÜ ÇIKMAZ,SARIYER,BALTALİMANI,1611.5414,1,0,0,4141
2126,Sarıyer Belediyesi Bahçesi (Eski Belediye Binası),İSTANBUL,ÇAYIRBAŞI,SARIYER,BÜYÜKDERE,971.6845,1,0,0,7091
2125,Mehmet İpgin İlkokulu Bahçesi/Ortaokulu Bahçesi,İSTANBUL,ÇAYIRBAŞI,SARIYER,BÜYÜKDERE,396.55786,1,0,0,7091
2130,Sarıyer Mesleki ve Teknik Anadolu Lisesi Bahçesi,İSTANBUL,ÇAYIRBAŞI,SARIYER,BÜYÜKDERE,1029.8224,2,1,0,7091
2128,Hikmet Bayrak Muhtar Parkı,İSTANBUL,DEREİÇİ BAĞLAR YOLU,SARIYER,BÜYÜKDERE,711.6086,1,0,1,7091
2129,Vergi Dairesi Önü,İSTANBUL,KARAORMAN,SARIYER,BÜYÜKDERE,1385.1992,1,0,0,7091
2127,Maltız Deresi Yeşil Alan,İSTANBUL,ÇAYIRBAŞI,SARIYER,BÜYÜKDERE,435.1722,1,0,0,7091
4453,Emin Kepçe Parkı,İSTANBUL,ARABA YOLU,SARIYER,CUMHURİYET,541.0556,1,0,0,8643
4455,Erdal Tosun Parkı,İSTANBUL,NAZARLIK,SARIYER,CUMHURİYET,695.58026,1,0,0,8643
4454,Cemevi Arkası Halı Saha,İSTANBUL,ARABA YOLU,SARIYER,CUMHURİYET,1371.1825,1,0,1,8643
4452,Cumhuriyet İlkokulu Bahçesi,İSTANBUL,NAZARLIK,SARIYER,CUMHURİYET,1747.4951,1,0,0,8643
4451,Cevat Koçak Anadolu Lisesi Bahçesi,İSTANBUL,NAZARLIK,SARIYER,CUMHURİYET,3654.9902,1,0,2,8643
604,Selimiye Caddesi Toplanma Alanı,İSTANBUL,TARABYA BAYIRI,SARIYER,CUMHURİYET,446.09106,1,0,0,8643
3323,Fahrettin Aslan Ortaokulu Bahçesi,İSTANBUL,HACI OSMAN BAYIRI,SARIYER,CUMHURİYET,1492.1973,1,0,0,8643
3324,Hacıosman İmam Hüseyin Cemevi Bahçesi,İSTANBUL,HACI OSMAN BAYIRI,SARIYER,CUMHURİYET,1681.9121,1,0,0,8643
3326,Yeniyol Sokak Parkı,İSTANBUL,HACI OSMAN BAYIRI,SARIYER,CUMHURİYET,1434.8584,1,0,0,8643
1282,Ahmet Büyükkuşoğlu Aile Sağlık Merkezi,İSTANBUL,AKGÜN,SARIYER,ÇAMLITEPE,1004.77313,1,1,2,4568
1285,Şehit Uğur Taşçı İlkokulu Bahçesi,İSTANBUL,DARÜŞŞAFAKA,SARIYER,ÇAMLITEPE,3471.43,1,1,0,4568
600,Hatemoğlu İlkokulu Bahçesi,İSTANBUL,BÜYÜKDERE,SARIYER,ÇAMLITEPE,6293.271,3,1,0,4568
1279,Mazlum Sokak Parkı,İSTANBUL,ŞENER ÇIKMAZI,SARIYER,ÇAMLITEPE,462.3756,1,0,0,4568
1280,Arı Sokak Parkı,İSTANBUL,ŞENER ÇIKMAZI,SARIYER,ÇAMLITEPE,1743.7795,1,0,0,4568
1441,Okul Önü Parkı,İSTANBUL,ORTAÇAYIR,SARIYER,ÇAYIRBAŞI,2101.859,4,4,4,3808
3325,İBB Fidanlığı Yeşil Alan,İSTANBUL,BAHÇEKÖY,SARIYER,ÇAYIRBAŞI,98510.57,3,3,2,3808
1442,Çayırbaşı Stadı,İSTANBUL,ORTAÇAYIR,SARIYER,ÇAYIRBAŞI,10612.22,6,2,6,3808
1283,Tim Otoparkı,İSTANBUL,AKGÜN,SARIYER,DARÜŞŞAFAKA,8810.109,1,0,3,7130
1281,Darüşşafaka Lisesi Bahçesi,İSTANBUL,AYAZ,SARIYER,DARÜŞŞAFAKA,14838.705,1,0,0,7130
623,Darüşşafaka Caddesi Parkı,İSTANBUL,SARIYER,SARIYER,DARÜŞŞAFAKA,6659.7446,1,0,0,7130
619,Hukukçular Sitesi Parkı,İSTANBUL,BALABAN DERE,SARIYER,DARÜŞŞAFAKA,739.6974,1,0,4,7130
624,Gazeteciler Sitesi Açelya Parkı,İSTANBUL,ÇAĞDAŞ BOĞAZİÇİ SİTESİ YOLU,SARIYER,DARÜŞŞAFAKA,2336.7263,1,4,4,7130
599,İzzet Baysal Huzurevi Bahçesi,İSTANBUL,BÜYÜKDERE,SARIYER,DARÜŞŞAFAKA,5311.358,2,2,1,7130
1286,İstinye Anadolu Lisesi Bahçesi,İSTANBUL,DARÜŞŞAFAKA,SARIYER,DARÜŞŞAFAKA,10284.946,4,1,3,7130
3363,Demirciköy Parkı,İSTANBUL,SAZLIDERE,SARIYER,DEMİRCİKÖY,2189.2935,4,4,5,1335
3280,Karanfil Sokak Parkı,İSTANBUL,KANLIKAVAK DERESİ,SARIYER,EMİRGAN,882.90643,1,0,0,6767
4482,Emirgan Korusu,İSTANBUL,EMİRGAN MEKTEBİ,SARIYER,EMİRGAN,108380.52,7,2,1,6767
3278,Dumlupınar İlkokulu Bahçesi,İSTANBUL,MERCAN,SARIYER,FATİH SULTAN MEHMET,2949.7166,20,24,30,12487
4480,G-7 Parkı,İSTANBUL,DERE YOLU,SARIYER,FATİH SULTAN MEHMET,662.42084,11,20,42,12487
1471,FSM Sezer Sokak Park Alanı,İSTANBUL,SÜLÜN,SARIYER,FATİH SULTAN MEHMET,1074.1213,20,37,51,12487
3279,Aşık Veysel Parkı..,İSTANBUL,MERCAN,SARIYER,FATİH SULTAN MEHMET,3203.5315,21,16,32,12487
1473,Pir Sultan Abdal Cemevi Bahçesi,İSTANBUL,SÜLÜN,SARIYER,FATİH SULTAN MEHMET,1223.0612,1,0,1,12487
840,Çelik Çıkmazı Parkı,İSTANBUL,ÇELİK,SARIYER,FERAHEVLER,1963.1654,1,0,0,12003
1289,Mustafa Yumak Parkı,İSTANBUL,ADNAN KAHVECİ,SARIYER,FERAHEVLER,1926.8556,1,0,0,12003
1288,Şehit Uğur Taşçı Park ve Çevresi,İSTANBUL,ŞEHİT ORHAN GÖMÜRLÜ,SARIYER,FERAHEVLER,6158.0107,1,8,9,12003
1291,Ferahevler Girişi Parkı,İSTANBUL,ADNAN KAHVECİ,SARIYER,FERAHEVLER,789.4836,1,0,0,12003
1287,Necip Fazıl Kısakürek Parkı,İSTANBUL,GÜNGÖR,SARIYER,FERAHEVLER,1423.8578,1,0,0,12003
1284,Mevlana Parkı,İSTANBUL,DERETEPE,SARIYER,FERAHEVLER,10400.198,1,1,0,12003
3150,Atsuhi Miyazaki Parkı,İSTANBUL,MECİDİYE,SARIYER,FERAHEVLER,8871.647,1,0,0,12003
3149,Şehit Öğretmenler Parkı,İSTANBUL,AVŞAR,SARIYER,FERAHEVLER,371.29727,1,2,0,12003
841,Dedeman Parkı,İSTANBUL,NURİ PAŞA,SARIYER,FERAHEVLER,1590.4885,1,0,0,12003
625,Ferahevler Fen İşleri Şantiye Alanı,İSTANBUL,BALABANDERE,SARIYER,FERAHEVLER,40200.543,1,0,0,12003
3999,Garipçe Köy Parkı,İSTANBUL,RUMELİFENERİ,SARIYER,GARİPÇE,436.57675,1,0,0,303
3357,Gümüşdere Parkı,İSTANBUL,BAHÇEKÖY GÜMÜŞDERE YOLU,SARIYER,GÜMÜŞDERE,465.6625,1,1,4,2069
3360,Gümüşdere Mezarlık Yanı Boş Arazi,İSTANBUL,BAHÇEKÖY GÜMÜŞDERE YOLU,SARIYER,GÜMÜŞDERE,15969.898,1,0,0,2069
253,Huzur Cami Yanı Parkı,İSTANBUL,CENDERE,SARIYER,HUZUR,556.6616,3,4,17,6622
581,Ayşen Gruda Parkı,İSTANBUL,AYAZAĞA CENDERE,SARIYER,HUZUR,1897.8672,1,0,0,6622
579,Türk Eğitim Vakfı Celalettin Buluğ İlkokulu Bahçesi,İSTANBUL,AYAZAĞA CENDERE,SARIYER,HUZUR,3523.8225,2,2,7,6622
576,Süleyman Çelebi İlkokulu Bahçesi,İSTANBUL,AZERBAYCAN,SARIYER,HUZUR,2151.9365,3,3,1,6622
621,Migros Otoparkı,İSTANBUL,KAPLICALAR,SARIYER,İSTİNYE,6023.9087,15,7,18,12779
5125,Şükran Ülgezen Mesleki ve Teknik Anadolu Lisesi Bahçesi,İSTANBUL,BOSTAN KORU ÜSTÜ,SARIYER,İSTİNYE,1623.8141,15,12,37,12779
834,Cahar Dudayev Parkı,İSTANBUL,ESENTEPE,SARIYER,İSTİNYE,978.8346,23,29,46,12779
622,İbni Sina Parkı,İSTANBUL,KAPLICALAR,SARIYER,İSTİNYE,3712.4346,4,1,2,12779
620,Carrefour Otoparkı,İSTANBUL,GÜZEL,SARIYER,İSTİNYE,10700.256,1,1,5,12779
831,Otopark ve Go Kart Alanı,İSTANBUL,DOKTOR CEVAT KERİM İNCEDAYI,SARIYER,İSTİNYE,3437.434,11,9,11,12779
5126,İstinye Halı Saha,İSTANBUL,ÇİLEKLİ,SARIYER,İSTİNYE,1477.7339,10,6,14,12779
1440,Fatoş Sokak Parkı,İSTANBUL,GÜLBAĞLAR,SARIYER,KAZIM KARABEKİR PAŞA,910.9354,1,0,1,6386
1444,2 Temmuz Parkı,İSTANBUL,ÇUVALCI,SARIYER,KAZIM KARABEKİR PAŞA,3601.7253,1,0,0,6386
608,Mehmet Akif Milli Parkı,İSTANBUL,BAHÇEKÖY,SARIYER,KAZIM KARABEKİR PAŞA,19969.252,1,0,0,6386
609,PTT Evleri Çaykur,İSTANBUL,BAHÇEKÖY,SARIYER,KAZIM KARABEKİR PAŞA,17206.896,1,0,1,6386
5165,Kireçburnu Piknik Alanı,İSTANBUL,SEFARET,SARIYER,KİREÇBURNU,14537.642,11,1,6,5452
5163,Şeyh Edebali Parkı,İSTANBUL,ARABA YOLU,SARIYER,KİREÇBURNU,3201.9197,2,0,1,5452
5164,Ada Sokak Parkı,İSTANBUL,ARABA YOLU,SARIYER,KİREÇBURNU,1124.5707,1,0,0,5452
3362,Denizer Parkı,İSTANBUL,KEMERBURGAZ GÜMÜŞDERE YOLU,SARIYER,KISIRKAYA,381.21985,1,0,0,326
2135,Kocataş Yeni Park,İSTANBUL,YENİ ŞEN,SARIYER,KOCATAŞ,787.3712,1,0,0,3627
1443,Kahveler Yanı Park,İSTANBUL,CUMHURİYET,SARIYER,KOCATAŞ,919.0005,1,0,0,3627
1448,Kocataş Futbol Saha,İSTANBUL,KOCATAŞ,SARIYER,KOCATAŞ,1007.5962,1,0,0,3627
1445,Kocataş Mahallesi Muhtarlığı Arkası Boş Alan,İSTANBUL,CUMHURİYET,SARIYER,KOCATAŞ,4016.474,1,0,1,3627
4534,75. Yıl Parkı,İSTANBUL,HORASAN,SARIYER,KUMKÖY (KİLYOS),883.4256,1,2,5,
3366,Kum Zambakları Parkı,İSTANBUL,YEŞİLGÖL,SARIYER,KUMKÖY (KİLYOS),877.15894,2,4,9,
3367,Abdullah Kaya Parkı,İSTANBUL,KİLYOS,SARIYER,KUMKÖY (KİLYOS),1090.8163,1,1,3,
3364,Kamil İlhan Parkı,İSTANBUL,KİLYOS,SARIYER,KUMKÖY (KİLYOS),1106.4984,3,11,12,
3365,Halit Akçetepe Parkı,İSTANBUL,KİLYOS,SARIYER,KUMKÖY (KİLYOS),1058.6394,6,6,0,
2134,Atatürk Parkı,İSTANBUL,ÖZDEREİÇİ,SARIYER,MADEN,4590.0405,1,1,1,11324
3783,Boğazhisar Eğitim Alanı,İSTANBUL,ÖZDEREİÇİ,SARIYER,MADEN,15618.925,1,4,5,11324
4208,Günübirlik Tesis,İSTANBUL,SOMA,SARIYER,MADEN,10317.407,1,3,5,11324
4209,Ozan Restoran,İSTANBUL,BURÇİN,SARIYER,MADEN,1652.6483,3,2,6,11324
2781,Baba Kenan Parkı,İSTANBUL,DEREBOYLARI,SARIYER,MADEN,3328.1257,2,9,9,11324
3784,Yadigar Ejder Parkı,İSTANBUL,ESKİ KİLYOS,SARIYER,MADEN,956.4891,1,0,0,11324
3787,İbrahim Cevher Parkı,İSTANBUL,TAŞKIRAN,SARIYER,MADEN,765.1213,1,1,0,11324
3786,Maden Mahallesi Kurban Kesim Alanı,İSTANBUL,TAŞKIRAN,SARIYER,MADEN,9088.652,1,0,0,11324
1708,Ayazağa Anadolu İmam Hatip Lisesi Bahçesi,İSTANBUL,MASLAK AYAZAĞA,SARIYER,MASLAK,4662.92,1,0,2,10874
592,1453 Konutları İç Bahçesi,İSTANBUL,HADIMKORU YOLU,SARIYER,MASLAK,11653.084,1,0,1,10874
1709,Miktat Ağaoğlu Cami ve Önü Yeşil Alan,İSTANBUL,MASLAK AYAZAĞA,SARIYER,MASLAK,4404.2915,1,1,0,10874
598,Orman Bölge Müdürlüğü Otoparkı,İSTANBUL,HADIMKORU YOLU,SARIYER,MASLAK,4495.4536,2,1,4,10874
611,Mehmet Akif Ortaokulu Bahçesi,İSTANBUL,KATAR,SARIYER,PINAR,5115.762,1,0,1,8546
3496,Eren Sokak Parkı,İSTANBUL,BÜYÜKDERE,SARIYER,PINAR,427.6256,1,0,0,8546
618,Yunus Emre Parkı,İSTANBUL,SARIYER,SARIYER,PINAR,2944.0964,1,0,0,8546
615,Sedanur Güzel Spor Alanı,İSTANBUL,SARIYER,SARIYER,PINAR,703.078,1,0,0,8546
3495,Sarıyer Atatürk Mesleki Eğitim Merkezi,İSTANBUL,BÜYÜKDERE,SARIYER,PINAR,1818.9913,1,0,0,8546
612,Mevhibe İnönü Parkı,İSTANBUL,KATAR,SARIYER,PINAR,1436.8673,1,0,0,8546
3494,FMV Işık Lisesi Bahçesi,İSTANBUL,KATAR,SARIYER,PINAR,27138.535,9,1,6,8546
613,Kazım Karabekir İlkokulu Bahçesi,İSTANBUL,KATAR,SARIYER,POLİGON,1347.7437,4,7,12,5002
610,Sarfit,İSTANBUL,KATAR,SARIYER,POLİGON,2513.108,4,1,5,5002
616,Panorama Halı Saha,İSTANBUL,TEPEÜSTÜ,SARIYER,POLİGON,3269.1384,6,7,7,5002
614,İBB Poligon Parkı,İSTANBUL,KATAR,SARIYER,POLİGON,6273.2407,10,17,14,5002
617,Cahide Sonku Parkı,İSTANBUL,GÜNEŞ ÇIKMAZI,SARIYER,POLİGON,450.35986,4,6,8,5002
603,Zübeyde Hanım İlkokulu Bahçesi,İSTANBUL,BÜYÜKDERE BAHÇEKÖY YOLU,SARIYER,PTT EVLERİ,3122.3975,3,2,5,4301
606,Uğur Mumcu Parkı,İSTANBUL,BÜYÜKDERE BAHÇEKÖY YOLU,SARIYER,PTT EVLERİ,2023.8248,1,0,0,4301
874,İTÜ Stadyumu,İSTANBUL,BALTALİMANI ÇAYIR,SARIYER,REŞİTPAŞA,24057.617,2,0,4,13608
1707,İstanbul Teknik Üniversitesi Bahçesi,İSTANBUL,BÜYÜKDERE,SARIYER,REŞİTPAŞA,109042.07,17,0,4,13608
4481,Diyaliz Parkı,İSTANBUL,ESENGÜL,SARIYER,REŞİTPAŞA,4349.35,1,0,0,13608
3283,Esentepe Parkı,İSTANBUL,POSTA YOLU,SARIYER,REŞİTPAŞA,506.44135,1,1,4,13608
3281,Hezarfen Ahmet Çelebi Parkı,İSTANBUL,BALTALİMANI ÇAYIR,SARIYER,REŞİTPAŞA,3956.0747,4,1,5,13608
3282,Reşitpaşa Altınokta Körler Vakfı Bahçesi,İSTANBUL,POSTA YOLU,SARIYER,REŞİTPAŞA,3788.9563,5,3,5,13608
